When,Who,Comment,About,Media,What,Whom,Reference_ID
2017-12-10,@suss_sg,SUSS and MSF will develop a certification course to equip professional deputies or donees with right skill sets. Read more here: https://t.co/ewLngJcI7s,https://t.co/ewLngJcI7s,text,[],[],https://twitter.com/suss_sg/status/939993132883685377
2017-12-07,@suss_sg,"SUSS students with a knack for creating your own videos, why not submit a 3-min video for the Singapore Youth Video Competition: The Sustainable Development Goals - What YOUth CAN DO and stand a chance to win a trip to the UN in New York! More details: https://t.co/RWJLLZjy75 https://t.co/kTEHOjs86e",https://t.co/RWJLLZjy75,photo,[],[],https://twitter.com/suss_sg/status/938724810435198976
2017-12-01,@suss_sg,"GAME ON: Congrats to Daryl Teo, SUSS full-time Finance student and founder of Spout Entertainment Group, for winning the Merit Award of the National Youth Entrepreneurship Awards (NYEA) by the Action Community for Entrepreneurship (ACE)! https://t.co/UuDAE4153V",http://pbs.twimg.com/media/DP9SikDUQAAOAwA.jpg,photo,[],[],https://twitter.com/suss_sg/status/936558004777910272
2017-11-28,@suss_sg,"REBEL TURNED ROLE MODEL: Justine Lee was once a student who did not do well in school, but today the SUSS graduate has successfully co-started a social enterprise, helping those in need. Read more: https://t.co/OkswKv2XMF",https://t.co/OkswKv2XMF,text,[],[],https://twitter.com/suss_sg/status/935463286056906752
2017-11-24,@suss_sg,"More caregivers below 40 years old are facing challenges balancing their various responsibilities. Emotional and skills support are at hand. SUSS's head of programme for gerontology, Prof Kalyani Mehta, and other experts share their perspective. Read more: https://t.co/1g7jzujOnx",https://t.co/1g7jzujOnx,text,[],[],https://twitter.com/suss_sg/status/934204739734077441
2017-11-22,@suss_sg,"SUSS School of Business (SBIZ) joined hands with the Shared Services for Charity (SSC) on Nov 13 (Mon) to encourage our SBIZ Accountancy undergraduates to intern for at least a month with any charitable organisations in Singapore. 

#SUSS_SBIZ https://t.co/Gz0Uc6pKxS",http://pbs.twimg.com/media/DPNP959V4AEAuT2.jpg,photo,['#SUSS_SBIZ'],[],https://twitter.com/suss_sg/status/933177475420401664
2017-11-21,@suss_sg,"SUSS continues its strategic partnership with Autism Resource Centre (Singapore), or ARC(S), to launch the “Learn for Life e-Campus” for special needs-learners. Students will have the chance to intern at these special needs schools too. Read more here: https://t.co/R1QH0BH92t https://t.co/HyZLppp3W0",https://t.co/R1QH0BH92t,photo,[],[],https://twitter.com/suss_sg/status/932896388739768325
2017-11-13,@suss_sg,Law schools to reinvent admission criteria. Read more about how SUSS Law students benefit from multidisciplinary approach https://t.co/rRKp8AMLU3 #SUSS_SLAW,https://t.co/rRKp8AMLU3,text,['#SUSS_SLAW'],[],https://twitter.com/suss_sg/status/930027469100539904
2017-11-10,@suss_sg,"TGIF! Join us tomorrow at the SUSS campus for the Lifelong Learning Festival, Nov 11, 9am-6pm. https://t.co/3Gpk1CL98r",https://t.co/3Gpk1CL98r,text,[],[],https://twitter.com/suss_sg/status/928940312910811138
2017-11-08,@suss_sg,"SUSS has a new registered address! We're at 463 Clementi Road, Singapore 599494. Come visit us: https://t.co/BuR9F0C82h https://t.co/2kBjCqu8Th",https://t.co/BuR9F0C82h,photo,[],[],https://twitter.com/suss_sg/status/928224843677528064
2017-11-08,@suss_sg,I added a video to a @YouTube playlist https://t.co/iIBbMU3tPD #SUSSConvo2017 - Benny Thiam,https://t.co/iIBbMU3tPD,text,['#SUSSConvo2017'],['@YouTube'],https://twitter.com/suss_sg/status/928146712614658048
2017-11-08,@suss_sg,I added a video to a @YouTube playlist https://t.co/IK0g3FmcG2 #SUSSConvo2017 - Justine Lee,https://t.co/IK0g3FmcG2,text,['#SUSSConvo2017'],['@YouTube'],https://twitter.com/suss_sg/status/928146689810223105
2017-11-08,@suss_sg,I added a video to a @YouTube playlist https://t.co/xQExt0hdFb #SUSSConvo2017 - Seow Ping,https://t.co/xQExt0hdFb,text,['#SUSSConvo2017'],['@YouTube'],https://twitter.com/suss_sg/status/928146660664008710
2017-11-08,@suss_sg,I added a video to a @YouTube playlist https://t.co/ApCVz82hbY #SUSSConvo2017 - Nadia Rahmat,https://t.co/ApCVz82hbY,text,['#SUSSConvo2017'],['@YouTube'],https://twitter.com/suss_sg/status/928146591680290816
2017-11-02,@suss_sg,The Lifelong Learning Festival ’17 continues at the SUSS Campus on Nov 11. Sign up for workshops here: https://t.co/f0B17bKez7 https://t.co/lA9K3T4lV4,https://t.co/f0B17bKez7,photo,[],[],https://twitter.com/suss_sg/status/926099718429691904
2017-11-02,@suss_sg,What is the role of Higher Ed in strengthening lifelong learning? Join us at The Lifelong Learning Conference. https://t.co/nuxjTwuZsz https://t.co/eTOH42fUmt,https://t.co/nuxjTwuZsz,photo,[],[],https://twitter.com/suss_sg/status/925920413930180608
2017-11-01,@suss_sg,How can AI improve learning? Get answers from our panel at the AI forum on Nov 11!  https://t.co/Lnvnmsxc8P #susssg #learnsg https://t.co/ZsqEmv8q9I,https://t.co/Lnvnmsxc8P,photo,"['#susssg', '#learnsg']",[],https://twitter.com/suss_sg/status/925729653100343302
2017-10-27,@suss_sg,"All you sports enthusiasts, we have exciting news! SUSS is now part of the Singapore University Sports Council! https://t.co/rG8mXYDi0q https://t.co/CqKhVokCCq",https://t.co/rG8mXYDi0q,photo,[],[],https://twitter.com/suss_sg/status/923845546900467712
2017-10-23,@suss_sg,See you! 😬 https://t.co/VUR0QJvbCk,https://t.co/VUR0QJvbCk,text,[],[],https://twitter.com/suss_sg/status/922340708106637312
2017-10-23,@suss_sg,We challenge you to take part in the first National FinTalent competition! Submit yr entries by 6th Nov. Click here: https://t.co/9eb2athQMI https://t.co/8K7L9ddbcn,https://t.co/9eb2athQMI,photo,[],[],https://twitter.com/suss_sg/status/922267888311975936
2017-10-19,@suss_sg,Were you at the Purple Parade booth at our campus earlier? Thank you for your support! https://t.co/y91En3RDjd,http://pbs.twimg.com/media/DMfW6V1UQAAC55w.jpg,photo,[],[],https://twitter.com/suss_sg/status/920941065351266305
2017-10-19,@suss_sg,"Check out this interview about our Mathematics student, Jason Chee: 

https://t.co/fQzbmWAH2a",https://t.co/fQzbmWAH2a,text,[],[],https://twitter.com/suss_sg/status/920847229400649728
2017-10-16,@suss_sg,SUSS recently launched a very special book: The Heart of Learning. Download a copy at https://t.co/PGbVdNVpnB today! https://t.co/8GCLhsKVdc,https://t.co/PGbVdNVpnB,photo,[],[],https://twitter.com/suss_sg/status/919756421100584960
2017-09-21,@suss_sg,SUSS collaborates with Alibaba Cloud Singapore to offer the Certificate/Minor in Entrepreneurship! Read more: https://t.co/O61BFHnSkR https://t.co/IPLL3T3mAS,https://t.co/O61BFHnSkR,photo,[],[],https://twitter.com/suss_sg/status/910674611917877248
2017-09-19,@suss_sg,Congrats to the 40 BLSCM students who received the SkillsFuture Study Award for Logistics Sector! https://t.co/3MieXFtUA2 https://t.co/WFYLWR3sUj,https://t.co/3MieXFtUA2,photo,[],[],https://twitter.com/suss_sg/status/909951674910875648
2017-09-18,@suss_sg,Here’s a peek at the learning journey of a part-time student in #SUSS! https://t.co/UcHsP1SfN7,https://t.co/UcHsP1SfN7,text,['#SUSS'],[],https://twitter.com/suss_sg/status/909623304184520704
2017-09-05,@suss_sg,Class of 2017 it’s yr turn to shine at Convocation! Register your attendance and order your gowns by Sept 11 (Mon): https://t.co/a7jF45wOCc https://t.co/WbDLEmoUv9,https://t.co/a7jF45wOCc,photo,[],[],https://twitter.com/suss_sg/status/904997866258612224
2017-08-31,@suss_sg,Come join us today at our #blockchainmeetup to find out more about digital tokens! Live stream here: https://t.co/wLPqGLtD2T https://t.co/efI2JPoFL2,https://t.co/wLPqGLtD2T,photo,['#blockchainmeetup'],[],https://twitter.com/suss_sg/status/903054621844815872
2017-08-23,@suss_sg,Studying at SUSS or @singaporetech? Your career preparations will be getting a major boost! Get more details here: https://t.co/oBhMUILXey https://t.co/TvPCxYrea2,https://t.co/oBhMUILXey,photo,[],['@singaporetech'],https://twitter.com/suss_sg/status/900286399957442561
2017-07-11,@suss_sg,Breaking news! We’re now a Singapore autonomous university! https://t.co/NnVoKdKLvf https://t.co/x4hifxm0Ve,https://t.co/NnVoKdKLvf,photo,[],[],https://twitter.com/suss_sg/status/884635131075477505
2017-06-14,@suss_sg,Did you know? Our faculty &amp; staff go through @OutwardBoundSG too? Check out their recent OBS adventure here: https://t.co/XEn1vDEXfi #SUSS https://t.co/Lj8QTEsEF3,https://t.co/XEn1vDEXfi,photo,['#SUSS'],['@OutwardBoundSG'],https://twitter.com/suss_sg/status/874823477043249152
2017-03-17,@suss_sg,We're changing our name! #UniSIM is now Singapore University of Social Sciences (#SUSS)! https://t.co/x0694pki2n,http://pbs.twimg.com/media/C7F-Q3fVoAEGYi2.jpg,photo,"['#UniSIM', '#SUSS']",[],https://twitter.com/suss_sg/status/842593551057735681
2017-03-02,@suss_sg,JOIN THE U THAT BELIEVES IN U.: https://t.co/bxXag2k1g0 via @YouTube,https://t.co/bxXag2k1g0,text,[],['@YouTube'],https://twitter.com/suss_sg/status/837113906162241536
2017-02-22,@suss_sg,Have ur cake &amp; eat it? #UniSIM offers full-time students flexibility to switch to evening classes with job offer! https://t.co/G0fHKKOsph,https://t.co/G0fHKKOsph,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/834232414264111104
2017-02-14,@suss_sg,Add a message to your video https://t.co/iLhiF6EANT,https://t.co/iLhiF6EANT,text,[],[],https://twitter.com/suss_sg/status/831319513304010753
2017-01-26,@suss_sg,Be Undeterred In Your Pursuit For A Better Future: https://t.co/nVh80XZpyz via @YouTube,https://t.co/nVh80XZpyz,text,[],['@YouTube'],https://twitter.com/suss_sg/status/824438719486779392
2017-01-11,@suss_sg,Unique Pedagogy That Prepares You For the Real-World: https://t.co/KOJWvzn5tU via @YouTube,https://t.co/KOJWvzn5tU,text,[],['@YouTube'],https://twitter.com/suss_sg/status/819109599982841856
2017-01-06,@suss_sg,Unleash Your Potential To Excel: https://t.co/doI4RH8lKc via @YouTube,https://t.co/doI4RH8lKc,text,[],['@YouTube'],https://twitter.com/suss_sg/status/817288778226237440
2016-12-21,@suss_sg,Wifi Tip if you are spending ur holiday break at USS this X'mas! https://t.co/Vx2PaSwFFa,https://t.co/Vx2PaSwFFa,text,[],[],https://twitter.com/suss_sg/status/811407406299279360
2016-12-21,@suss_sg,Check out the new Admission video for FT Programmes with 2 new degree launching in Jul 17 intake! https://t.co/vob9jioJ27 via @YouTube,https://t.co/vob9jioJ27,text,[],['@YouTube'],https://twitter.com/suss_sg/status/811406749055979520
2016-12-21,@suss_sg,Add a message to your video https://t.co/tBTxC7QiJb,https://t.co/tBTxC7QiJb,text,[],[],https://twitter.com/suss_sg/status/811404056627445760
2016-11-30,@suss_sg,Mark your calendars! Application for Jul 2017 intake of #UniSIM’s full-time programmes opens tmr! More details at https://t.co/gnYv7ISSHv https://t.co/zEjgQWvcTy,https://t.co/gnYv7ISSHv,photo,['#UniSIM'],[],https://twitter.com/suss_sg/status/803776938632474624
2016-11-11,@suss_sg,We're on track to become #Singapore's 6th autonomous university! More details here: https://t.co/WYZwwa2Xsu https://t.co/eUxAulEAoW,https://t.co/WYZwwa2Xsu,photo,['#Singapore'],[],https://twitter.com/suss_sg/status/796910408380522496
2016-10-24,@suss_sg,We're stoked to be a part of The Purple Parade! Come to campus decked in purple tmr! https://t.co/btKdkD1uam,https://t.co/btKdkD1uam,text,[],[],https://twitter.com/suss_sg/status/790384656340221952
2016-09-05,@suss_sg,Join The U That Believes In U: https://t.co/rmNSAtG5op via @YouTube,https://t.co/rmNSAtG5op,text,[],['@YouTube'],https://twitter.com/suss_sg/status/772609527762001920
2016-09-01,@suss_sg,"Here’s a big “Thank You” to all educators, who are constant guiding lights to students! Happy Teacher’s Day! https://t.co/1deETOTwx7",http://pbs.twimg.com/media/CrPOcCCUAAA5bZd.jpg,photo,[],[],https://twitter.com/suss_sg/status/771187077564157952
2016-08-30,@suss_sg,New! Full-time Bachelor of Science in Business Analytics with Minor programme launching in July 2017! https://t.co/KBi8kg8lgM,https://t.co/KBi8kg8lgM,text,[],[],https://twitter.com/suss_sg/status/770439086435930113
2016-07-11,@suss_sg,Life as a UniSIM SBIZ student (Part 4 of 4) – Convocation: https://t.co/TYvL9OS1WI via @YouTube,https://t.co/TYvL9OS1WI,text,[],['@YouTube'],https://twitter.com/suss_sg/status/752383861225586688
2016-06-28,@suss_sg,Life as a UniSIM SBIZ student (Part 3 of 4) – Student Life: https://t.co/IWLb0ASekm via @YouTube,https://t.co/IWLb0ASekm,text,[],['@YouTube'],https://twitter.com/suss_sg/status/747723550010802176
2016-06-24,@suss_sg,Life as a UniSIM SBIZ student (Part 2 of 4) – Orientation: https://t.co/RXGhunpgxd via @YouTube,https://t.co/RXGhunpgxd,text,[],['@YouTube'],https://twitter.com/suss_sg/status/746233797302050817
2016-06-22,@suss_sg,"Love working with children? Good news!
#UniSIM is introducing a new full-time degree in Early Childhood Education! https://t.co/G5pCWGRKan",https://t.co/G5pCWGRKan,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/745529104217178113
2016-06-21,@suss_sg,Life as a UniSIM SBIZ student (Part 1 of 4) – Open House: https://t.co/40xmKUZTrh via @YouTube,https://t.co/40xmKUZTrh,text,[],['@YouTube'],https://twitter.com/suss_sg/status/745144775695695872
2016-06-21,@suss_sg,#UniSIM congratulates Lee Sulynn Jacqueline on her Leadership &amp; Service Award from @OutwardBoundSG https://t.co/0Haz5kHWqK,https://t.co/0Haz5kHWqK,text,['#UniSIM'],['@OutwardBoundSG'],https://twitter.com/suss_sg/status/745075814278959105
2016-06-16,@suss_sg,"Congrats to our 6 full-time first-year students, who have bagged the “Friends of Students Care Service Award”! https://t.co/7zVTHiZx3X",https://t.co/7zVTHiZx3X,text,[],[],https://twitter.com/suss_sg/status/743258214288920576
2016-06-07,@suss_sg,We recently shipped a group of our staff &amp; faculty members to an island for an adventure! Full story here: https://t.co/mPSf8L7odn #UniSIM,https://t.co/mPSf8L7odn,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/739993873347284992
2016-05-17,@suss_sg,To all #UniSIM students: GOOD LUCK for the exams! #youcandoit #goodluck https://t.co/siH4fvDFaK,https://t.co/siH4fvDFaK,text,"['#UniSIM', '#youcandoit', '#goodluck']",[],https://twitter.com/suss_sg/status/732419690891489281
2016-05-06,@suss_sg,"You are so close to the VICTORY, don't you dare give up now! #revisionweek #UniSIM @ SIM… https://t.co/UsdI9SlXCL",https://t.co/UsdI9SlXCL,text,"['#revisionweek', '#UniSIM']",[],https://twitter.com/suss_sg/status/728417804345561088
2016-05-05,@suss_sg,Have you heard? We are distributing Exam Destress Pack for U - our dear full-time students… https://t.co/TO1OFNgPNe,https://t.co/TO1OFNgPNe,text,[],[],https://twitter.com/suss_sg/status/728073688981987328
2016-05-03,@suss_sg,"A piece of art. 
The aftermath of going through #Gobi with rain, which was unexpected of in a… https://t.co/oC3ZImD4R4",https://t.co/oC3ZImD4R4,text,['#Gobi'],[],https://twitter.com/suss_sg/status/727638519070527488
2016-05-02,@suss_sg,Teamwork! Enuff said. And who knows there could be mini floods in Gobi desert! #Gobi… https://t.co/9texFmJ4tB,https://t.co/9texFmJ4tB,text,['#Gobi'],[],https://twitter.com/suss_sg/status/727058568873185281
2016-05-02,@suss_sg,Resting THE feet! Literally! Have a good rest Team #UniSIM and see you back in campus real soon!… https://t.co/vJ64KfidTL,https://t.co/vJ64KfidTL,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/727056079587315712
2016-04-30,@suss_sg,"Having their first dinner after covering 28.59km. Do your math, and see how much more Team… https://t.co/MBmCChL4Q3",https://t.co/MBmCChL4Q3,text,[],[],https://twitter.com/suss_sg/status/726285517474664448
2016-04-30,@suss_sg,Did you know that the competing teams in the Gobi 100km Challenge will have to trek for four… https://t.co/uxNhAoopFX,https://t.co/uxNhAoopFX,text,[],[],https://twitter.com/suss_sg/status/726245132035604480
2016-04-29,@suss_sg,Add a message to your video https://t.co/4AkcEYs3H8,https://t.co/4AkcEYs3H8,text,[],[],https://twitter.com/suss_sg/status/725871999155884032
2016-04-29,@suss_sg,I added a video to a @YouTube playlist https://t.co/4AkcEYs3H8 UniSIM Gobi 100km Challenge,https://t.co/4AkcEYs3H8,text,[],['@YouTube'],https://twitter.com/suss_sg/status/725871850690101249
2016-04-29,@suss_sg,"So, have you guessed correctly where the UniSIM Team is at?
They are currently setting off for… https://t.co/EkdTkseHH0",https://t.co/EkdTkseHH0,text,[],[],https://twitter.com/suss_sg/status/725859769689489409
2016-04-28,@suss_sg,"Have you figured out where our Provost, Prof Tsui is leading our #UniSIM team to? They will be… https://t.co/HnnZ2oayNF",https://t.co/HnnZ2oayNF,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/725503164338831361
2016-04-27,@suss_sg,Add a message to your video https://t.co/zfopco7I9G,https://t.co/zfopco7I9G,text,[],[],https://twitter.com/suss_sg/status/725231136851562496
2016-04-27,@suss_sg,I added a video to a @YouTube playlist https://t.co/zfopco7I9G UniSIM - Bhutan Immersion Trip | March 2016,https://t.co/zfopco7I9G,text,[],['@YouTube'],https://twitter.com/suss_sg/status/725230941598273536
2016-04-27,@suss_sg,"Spot any of your favourite faculty or staff from UniSIM in this picture? 
Our colleagues have… https://t.co/RKSnB8ACFJ",https://t.co/RKSnB8ACFJ,text,[],[],https://twitter.com/suss_sg/status/725164685474017281
2016-04-22,@suss_sg,It's Earth Day today! Have U done your part already? https://t.co/NxlRzEhOig https://t.co/Tz9SLB8FTs,https://t.co/NxlRzEhOig,animated_gif,[],[],https://twitter.com/suss_sg/status/723398555877007360
2016-04-11,@suss_sg,"We’re 11! #UniSIM celebrated its anniversary this year on April 8, a few days ahead of its actual “birthday”! https://t.co/JtnoeYCZrs",https://t.co/JtnoeYCZrs,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/719425967966396416
2016-04-08,@suss_sg,Just a reminder! Application for #UniSIM's full-time programmes close at 2359hrs tonight! https://t.co/rH9iBESrbD via @giphy,https://t.co/rH9iBESrbD,text,['#UniSIM'],['@GIPHY'],https://twitter.com/suss_sg/status/718241886419464194
2016-04-04,@suss_sg,Congrats to 16 #UniSIM full-time students on bagging the ‘Outstanding Volunteer Appreciation Award’! https://t.co/iNQffAeCtk,https://t.co/iNQffAeCtk,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/716793594271674368
2016-03-30,@suss_sg,There's something new &amp; shiny outside the Tay Eng Soon Library on #UniSIM campus! Find out what it is here: https://t.co/n0GC4sPi4w,https://t.co/n0GC4sPi4w,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/715008683386732544
2016-03-29,@suss_sg,"Way to go, Prof Tan Ngoh Tiong and Assoc Prof Seng Boon Kheng for bagging the “Pioneer Social Worker Award”! https://t.co/ideYjflgRg #UniSIM",https://t.co/ideYjflgRg,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/714747053641957377
2016-03-24,@suss_sg,#UniSIM popped by AWWA Senior Community Home to catch up with some friends recently! Check out highlights here! https://t.co/bzhdGmcUpI,https://t.co/bzhdGmcUpI,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/712824869524750336
2016-03-23,@suss_sg,"Ever wondered how life is like as a full-time #UniSIM student? Let our student, Kenneth Lim, give you a sneak peek! https://t.co/GPCJJ8fbUk",https://t.co/GPCJJ8fbUk,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/712442646170619905
2016-01-11,@suss_sg,Calling all freshies! Just a gentle reminder that registration for Orientation closes tomorrow!… https://t.co/y9QHEoB7Rl,https://t.co/y9QHEoB7Rl,text,[],[],https://twitter.com/suss_sg/status/686364048426926080
2016-01-08,@suss_sg,"In Dec 2015, #UniSIM co-organised the 9th International Conference on Researching Work &amp;… https://t.co/ivi0wZ6lrh",https://t.co/ivi0wZ6lrh,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/685280978839953408
2016-01-07,@suss_sg,"Hey, freshmen! We've lined up a series of seminars and workshops in January 2016 to help you… https://t.co/iKMhwPkX0D",https://t.co/iKMhwPkX0D,text,[],[],https://twitter.com/suss_sg/status/684901336203268096
2016-01-04,@suss_sg,"A big ""Hello"" to the new batch of #UniSIM part-time programme students! Welcome to the family!… https://t.co/inYCm9G66B",https://t.co/inYCm9G66B,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/683869859835449344
2015-12-30,@suss_sg,"Hey everyone, #UniSIM will be closed on 31 Dec 2015 and 1 Jan 2016 for the New Year holiday.
 
On… https://t.co/mkF5bizkJL",https://t.co/mkF5bizkJL,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/682218967407144961
2015-12-30,@suss_sg,"On Dec 9, #UniSIM signed a Memorandum of Understanding with the Institute for Adult Learning… https://t.co/YGDiwqFdxl",https://t.co/YGDiwqFdxl,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/682126309779189760
2015-09-01,@suss_sg,"We may dislike some of them (for giving us extra assignments or detention 😝), but without them, our… https://t.co/PkiCNimCif",https://t.co/PkiCNimCif,text,[],[],https://twitter.com/suss_sg/status/638558007014637568
2015-08-15,@suss_sg,And we’re underway! Lotsa things are happening today – programme briefings by #UniSIM faculty… https://t.co/NYeINirpDR,https://t.co/NYeINirpDR,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/632407830222536704
2015-08-15,@suss_sg,Goooood morning! We’re coming to you “live” from #UniSIM's Open House once again! Just a few… https://t.co/s5qfACxHJU,https://t.co/s5qfACxHJU,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/632363353290227712
2015-07-11,@suss_sg,Remember our #UniSIM students who volunteered as student facilitators and mentors to freshmen? Here's… https://t.co/Qj5YI8O97p,https://t.co/Qj5YI8O97p,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/619724669743157248
2015-07-11,@suss_sg,"We have not left out the parents of our freshmen on this day. #UniSIM Assistant Provost, Prof Koh… https://t.co/fFWpKolQjS",https://t.co/fFWpKolQjS,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/619692691450949632
2015-07-11,@suss_sg,"Here’s #UniSIM President, Prof Cheong Hee Kiat, welcoming our new batch of students. He’s happy to… https://t.co/K9Eh0XyLYN",https://t.co/K9Eh0XyLYN,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/619681538888847361
2015-07-11,@suss_sg,"Good morning! Today's the day! That's right, it's the 2015 Student Induction Day for #UniSIM… https://t.co/bPhvf5EKpj",https://t.co/bPhvf5EKpj,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/619659111374917632
2015-04-16,@suss_sg,A shout-out to all @temasekpoly @republicpoly @singaporepoly @ngeeannnp @nyptweets students! Remember… https://t.co/3GRVTuKiZJ,https://t.co/3GRVTuKiZJ,text,[],"['@temasekpoly', '@republicpoly', '@SingaporePoly', '@NgeeAnnNP', '@nyptweets']",https://twitter.com/suss_sg/status/588510014375092224
2015-04-10,@suss_sg,Here's a look at #UniSIM's 10th anniversary commemorative gifts for all guests - a coffee table book… https://t.co/lSzzHMR0ox,https://t.co/lSzzHMR0ox,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586420569794461696
2015-04-10,@suss_sg,"Did you know that we have a university song, ""Onwards &amp; Beyond""? Here's a short clip of #UniSIM… https://t.co/JW485YBTHS",https://t.co/JW485YBTHS,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586416945831878656
2015-04-10,@suss_sg,"#UniSIM alumnus, Mr Syed Raizal Hamid Al-Edrus, brings a close to today's celebrations with the… https://t.co/0Jp9ivFpmO",https://t.co/0Jp9ivFpmO,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586415839659737089
2015-04-10,@suss_sg,"An entertaining performance by Mr Puar Ah Hoy, one of AWWA's beneficiaries. #UniSIM #UniSIMis10 https://t.co/KuaqPT1e1w",https://t.co/KuaqPT1e1w,text,"['#UniSIM', '#UniSIMis10']",[],https://twitter.com/suss_sg/status/586413827933114368
2015-04-10,@suss_sg,"Mr Puar Ah Hoy, who lives in the AWWA's Senior Community Home, performing a Chinese song on his… https://t.co/ifJX8GKCCz",https://t.co/ifJX8GKCCz,text,[],[],https://twitter.com/suss_sg/status/586412911670661120
2015-04-10,@suss_sg,"There's no better gift than the gift of giving. In celebration of #UniSIM's 10th anniversary, we've… https://t.co/3S7Xcsg4PB",https://t.co/3S7Xcsg4PB,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586411892165349376
2015-04-10,@suss_sg,"A big ""thank you"" to the #UniSIM LEAP Award recipients for your pioneering spirit and significant… https://t.co/v8bfz5VYGv",https://t.co/v8bfz5VYGv,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586407795513102336
2015-04-10,@suss_sg,"A big ""thank you"" to the #UniSIM LEAP Award recipients for your pioneering spirit and significant… https://t.co/IOAYE1OcZn",https://t.co/IOAYE1OcZn,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586403708700758016
2015-04-10,@suss_sg,No celebration is complete w/o a toast and cake-cutting ceremony! #UniSIM #UniSIMis10 https://t.co/RDuRyFQ5Rs,https://t.co/RDuRyFQ5Rs,text,"['#UniSIM', '#UniSIMis10']",[],https://twitter.com/suss_sg/status/586394879153963008
2015-04-10,@suss_sg,"DPM &amp; Minister for Finance, Mr Tharman Shanmugaratnam shares a few words. #UniSIMis10 #UniSIM https://t.co/3mzSPJSLLu",https://t.co/3mzSPJSLLu,text,"['#UniSIMis10', '#UniSIM']",[],https://twitter.com/suss_sg/status/586391405712408576
2015-04-10,@suss_sg,"DPM Tharman penning his well-wishes for #UniSIM - ""To a future of leadership in learning through… https://t.co/FPKhcSDu7R",https://t.co/FPKhcSDu7R,text,['#UniSIM'],[],https://twitter.com/suss_sg/status/586389366328573952
2015-04-10,@suss_sg,"#UniSIM President, Prof Cheong Hee Kiat, kicks off the celebrations with a welcome address! #UniSIMis10 https://t.co/sU2M3Az4OA",https://t.co/sU2M3Az4OA,text,"['#UniSIM', '#UniSIMis10']",[],https://twitter.com/suss_sg/status/586388041352159233
2015-04-10,@suss_sg,"DPM &amp; Minister for Finance, Mr Tharman Shanmugaratnam, pens his well-wishes for #UniSIM. #UniSIMis10 https://t.co/ZOCPl9m0eP",https://t.co/ZOCPl9m0eP,text,"['#UniSIM', '#UniSIMis10']",[],https://twitter.com/suss_sg/status/586387134099009537
2015-04-10,@suss_sg,"Guest-of-Honour, Mr Tharman Shanmugaratnam, Deputy Prime Minister &amp; Minister for Finance, welcomed by… https://t.co/E8LBsHbJO8",https://t.co/E8LBsHbJO8,text,[],[],https://twitter.com/suss_sg/status/586386380969771008
2015-04-10,@suss_sg,"A big ""hello"" to the VIPs and guests who are here to celebrate with us! #UniSIMis10 https://t.co/FShFDqp95S",https://t.co/FShFDqp95S,text,['#UniSIMis10'],[],https://twitter.com/suss_sg/status/586375263287558145
2015-04-10,@suss_sg,#UniSIM is celebrating its 10th anniversary today! #UniSIMis10 https://t.co/g8FthRF4ph,https://t.co/g8FthRF4ph,text,"['#UniSIM', '#UniSIMis10']",[],https://twitter.com/suss_sg/status/586372352650321922
2015-03-31,@suss_sg,Goldman Sachs’s Mr Alvin Tan dropped by #UniSIM recently for a chat! Check out some pics here http://t.co/PbpInGiLKh http://t.co/PyohusXvSe,http://t.co/PbpInGiLKh,photo,['#UniSIM'],[],https://twitter.com/suss_sg/status/582828661725794304
2015-03-25,@suss_sg,"#Repost @crystalchuaa with repostapp.
・・・
Hello everyone, as we all know, there are many people… https://t.co/GKEodzGRof",https://t.co/GKEodzGRof,text,['#Repost'],[],https://twitter.com/suss_sg/status/580741999806005248
2015-03-06,@suss_sg,“The capacity to learn is a gift; the ability to learn is a skill; the willingness to learn is a… https://t.co/JKLs04TAmd,https://t.co/JKLs04TAmd,text,[],[],https://twitter.com/suss_sg/status/573676384419115010
